0.5,	1.118
0.7,	1.207
1.0,	1.314
1.5,	1.448
2.0,	1.553
3.0,	1.717
4.0,	1.842
5.0,	1.946
8.0,	2.178
10.0,	2.294
12.0,	2.393
16.0,	2.553
20.0,	2.679
32.0,	2.95
64.0,	3.332
