0.5,	1.232
0.7,	1.302
1.0,	1.392
1.5,	1.512
2.0,	1.609
3.0,	1.762
4.0,	1.881
5.0,	1.981
8.0,	2.205
10.0,	2.319
12.0,	2.415
16.0,	2.571
20.0,	2.696
32.0,	2.963
64.0,	3.34
